Date,Close,High,Low,Open,Volume,Label
2024-01-02,575.6602783203125,575.6602783203125,571.7772410297875,572.7480003524188,26059058,0
2024-01-03,561.0988159179688,567.8941302975982,559.1572975237889,566.9233711005082,37106763,1
2024-01-04,563.040283203125,564.0110423120959,560.1280058762123,563.040283203125,15309129,0
2024-01-05,559.1572875976562,563.0403243170844,557.2157692379421,561.0988059573704,18158971,0
2024-01-08,565.95263671875,567.8941551980596,562.0695997601308,564.9818774790951,17761275,0
2024-01-09,568.8648681640625,571.7771456461311,565.9525906819939,570.8063864854416,22501510,2
2024-01-10,566.92333984375,568.8648581308861,563.0403032694777,564.0110624130458,13037716,0
2024-01-11,568.8648681640625,571.7771456461311,565.9525906819939,568.8648681640625,23997409,0
2024-01-12,566.92333984375,570.8063764180222,564.0110624130458,564.0110624130458,16496053,0
2024-01-15,568.8648681640625,572.7479048068207,567.894109003373,572.7479048068207,21143076,0
2024-01-16,563.040283203125,570.8063560748923,562.0695240941541,564.0110423120959,27223860,0
2024-01-17,564.0110473632812,566.9233247162758,561.0987700102867,565.9525655986109,42592335,1
2024-01-18,570.8062744140625,571.7770333841544,567.8939975037866,568.8647564738786,27209996,0
2024-01-19,607.6952514648438,608.6660106524872,596.0461412131215,606.7244922772002,161106401,0
2024-01-22,607.6952514648438,614.4905657783484,604.7829739019131,614.4905657783484,65168775,0
2024-01-23,609.63671875,610.6074778562897,603.8121641122611,610.6074778562897,41072439,0
2024-01-24,608.6659545898438,611.578231884532,605.7536772951555,609.6367136880732,26635005,0
2024-01-25,623.2273559570312,623.2273559570312,614.4905238641757,616.4320421070324,52243347,0
2024-01-26,625.1688842773438,627.110402551497,620.3150885919607,625.1688842773438,41153025,0
2024-01-29,629.0519409179688,629.0519409179688,625.1689042456356,627.1104225818021,27825490,2
2024-01-30,623.2273559570312,628.0811515641733,623.2273559570312,623.2273559570312,36161825,0
2024-01-31,609.63671875,618.3735507066083,607.6952005374203,615.4612733877389,41277950,1
2024-02-01,609.63671875,609.63671875,600.8998867933917,606.7244414311306,44946369,0
2024-02-02,616.4320678710938,616.4320678710938,609.6367537370817,614.4905495470903,26334815,0
2024-02-05,627.1104125976562,628.0811717502842,619.3443393766327,626.1396534450283,44017740,0
2024-02-15,676.619140625,688.2682506501076,672.7361039499641,688.2682506501076,112945296,2
2024-02-16,663.0285034179688,678.5606499109226,663.0285034179688,676.6191315993034,44232811,0
2024-02-19,658.1747436523438,662.0577804880508,654.2917068166367,654.2917068166367,34408673,1
2024-02-20,666.9115600585938,667.8823192435407,655.2624498392296,655.2624498392296,30166461,0
2024-02-21,661.0869140625,663.0284321654735,658.1746369080396,658.1746369080396,30564485,0
2024-02-22,671.765380859375,674.6776585220601,664.9700663131097,674.6776585220601,33145643,0
2024-02-23,676.619140625,682.4436956375538,675.6483814562409,680.5021773000358,46448923,2
2024-02-26,677.5899047851562,679.5314231369762,674.6776272574264,679.5314231369762,28798079,0
2024-02-27,677.5899047851562,680.5021823128861,670.7945905537865,679.5314231369762,33006829,0
2024-02-29,669.8237915039062,677.5898644488791,667.8822732676631,670.7945506220279,54368302,0
2024-03-01,668.8529663085938,676.6190384863423,667.8822072863752,676.6190384863423,23390635,1
2024-03-04,703.8004150390625,703.8004150390625,690.2097863348599,693.1220639143319,88861397,0
2024-03-05,708.6542358398438,716.4203096572667,706.712717385488,713.508031975733,64403889,0
2024-03-06,713.5079345703125,716.420211854273,696.0342708665497,697.0050299612033,43687122,0
2024-03-07,737.7769165039062,746.5137484098735,731.9523618999281,732.9231210005911,71817344,0
2024-03-08,761.0751953125,772.7243054448342,749.4260851801657,771.7535462671397,87139744,2
2024-03-11,743.6015625,755.2506731396867,738.7477664001306,745.5430809399478,64759810,0
2024-03-12,747.484619140625,748.4553783862622,731.9524712104302,734.8647489473417,58110339,0
2024-03-13,756.2213745117188,762.0459293860067,754.2798562202895,762.0459293860067,36754557,0
2024-03-14,761.0751953125,762.0459544901945,747.4845668247767,756.2213994240274,42010806,0
2024-03-15,730.9816284179688,754.279847650414,730.9816284179688,748.4552928423027,73316437,1
